post_id,author_id,stream_id,created_at,has_video,mention_count,comment_count,like_count,comment_like_count
post000820,u00174,s010,2025-04-05T20:38:56,0,0,2,16,2
post000821,u00380,s004,2025-04-05T20:40:45,0,0,2,14,0
post000822,u00337,s006,2025-04-05T22:15:22,1,0,1,10,2
post000823,u00205,s004,2025-04-06T01:46:13,0,1,2,18,1
post000824,u00174,s008,2025-04-06T10:13:10,0,0,2,8,1
post000825,u00174,s004,2025-04-06T10:28:51,0,1,1,17,0
post000826,u00114,s011,2025-04-06T10:30:34,0,0,0,15,0
post000827,u00120,s009,2025-04-06T17:12:07,0,1,1,11,1
post000828,u00329,s010,2025-04-06T17:36:03,0,0,0,19,0
post000829,u00120,s010,2025-04-06T18:43:06,0,0,0,16,0
post000830,u00352,s006,2025-04-07T00:16:22,0,1,2,11,2
post000831,u00174,s010,2025-04-07T07:10:54,1,0,2,12,0
post000832,u00205,s010,2025-04-07T07:57:39,1,0,2,9,0
post000833,u00380,s004,2025-04-07T08:02:04,0,1,1,11,0
post000834,u00380,s010,2025-04-07T08:33:28,0,0,0,11,0
post000835,u00159,s010,2025-04-07T09:26:35,0,0,1,12,1
post000836,u00339,s007,2025-04-07T09:27:48,0,0,4,6,3
post000837,u00188,s005,2025-04-07T09:55:22,1,0,1,16,0
post000838,u00240,s004,2025-04-07T10:22:46,0,1,0,21,0
post000839,u00308,s006,2025-04-07T10:41:38,0,2,1,12,0
post000840,u00205,s010,2025-04-07T10:55:43,0,4,3,9,2
post000841,u00186,s006,2025-04-07T11:03:23,1,0,1,17,0
post000842,u00032,s011,2025-04-07T11:10:00,0,0,2,17,1
post000843,u00209,s010,2025-04-07T11:27:00,0,1,2,16,1
post000844,u00260,s011,2025-04-07T11:48:27,0,1,3,13,0
post000845,u00357,s004,2025-04-07T12:14:44,0,1,2,19,1
post000846,u00352,s010,2025-04-07T12:16:41,0,2,2,8,2
post000847,u00048,s002,2025-04-07T12:31:27,1,0,0,11,0
post000848,u00185,s010,2025-04-07T13:03:57,0,0,6,15,9
post000849,u00054,s003,2025-04-07T13:32:26,0,1,2,12,6
post000850,u00156,s001,2025-04-07T13:37:53,0,0,2,21,1
post000851,u00114,s008,2025-04-07T14:29:09,0,1,2,15,2
post000852,u00196,s004,2025-04-07T14:35:46,0,0,2,13,0
post000853,u00380,s010,2025-04-07T16:08:57,0,0,0,19,0
post000854,u00192,s005,2025-04-07T17:15:23,0,1,4,19,4
post000855,u00018,s004,2025-04-07T17:16:48,0,0,0,14,0
post000856,u00339,s007,2025-04-07T17:37:43,0,0,1,13,2
post000857,u00276,s006,2025-04-07T17:39:02,0,0,2,8,3
post000858,u00031,s004,2025-04-07T18:20:46,1,0,2,15,2
post000859,u00308,s003,2025-04-07T20:02:31,0,0,1,16,1
post000860,u00337,s011,2025-04-07T20:53:32,0,0,1,18,0
post000861,u00098,s005,2025-04-07T21:06:47,0,0,2,21,0
post000862,u00023,s006,2025-04-07T23:44:16,0,0,1,18,1
post000863,u00209,s010,2025-04-07T23:52:38,0,0,3,13,1
post000864,u00149,s010,2025-04-08T00:27:47,0,1,4,13,3
post000865,u00037,s011,2025-04-08T03:22:22,0,0,0,20,0
post000866,u00235,s006,2025-04-08T08:03:12,0,0,3,13,4
post000867,u00187,s005,2025-04-08T10:23:17,0,0,2,12,0
post000868,u00326,s002,2025-04-08T10:23:39,1,1,4,24,3
post000869,u00337,s006,2025-04-08T10:35:45,0,0,5,13,3
post000870,u00187,s011,2025-04-08T10:47:09,0,0,0,15,0
post000871,u00225,s004,2025-04-08T11:53:31,0,1,3,20,3
post000872,u00006,s004,2025-04-08T12:27:04,0,2,1,16,0
post000873,u00186,s006,2025-04-08T12:33:05,0,1,2,14,0
post000874,u00156,s001,2025-04-08T13:06:51,1,1,1,14,1
post000875,u00187,s004,2025-04-08T13:11:16,0,0,1,14,1
post000876,u00225,s010,2025-04-08T13:36:13,0,0,1,16,1
post000877,u00046,s003,2025-04-08T13:47:47,1,0,3,16,1
post000878,u00037,s005,2025-04-08T14:09:57,1,1,2,12,2
post000879,u00192,s005,2025-04-08T14:47:33,0,0,3,16,2
post000880,u00037,s011,2025-04-08T14:54:54,0,0,1,19,1
post000881,u00067,s005,2025-04-08T15:20:43,0,0,0,16,0
post000882,u00185,s010,2025-04-08T15:35:21,0,0,3,15,3
post000883,u00235,s006,2025-04-08T15:42:02,0,0,4,22,5
post000884,u00326,s000,2025-04-08T16:08:29,0,1,3,16,3
post000885,u00260,s008,2025-04-08T17:56:00,0,1,3,12,5
post000886,u00267,s007,2025-04-08T18:11:48,0,2,4,20,3
post000887,u00390,s011,2025-04-08T22:05:13,0,2,4,16,3
post000888,u00274,s011,2025-04-08T22:31:59,1,0,2,9,2
post000889,u00339,s009,2025-04-09T00:24:49,0,1,0,10,0
post000890,u00196,s010,2025-04-09T00:45:25,0,0,3,17,4
post000891,u00178,s006,2025-04-09T08:35:55,0,0,3,18,0
post000892,u00339,s009,2025-04-09T08:41:03,0,2,1,12,2
post000893,u00067,s011,2025-04-09T09:35:55,0,0,1,16,2
post000894,u00339,s004,2025-04-09T09:43:22,0,0,4,17,3
post000895,u00174,s008,2025-04-09T10:44:29,0,0,2,21,3
post000896,u00186,s006,2025-04-09T10:53:10,0,2,2,13,3
post000897,u00339,s004,2025-04-09T11:41:23,0,1,0,13,0
post000898,u00046,s007,2025-04-09T12:53:10,0,0,4,14,1
post000899,u00097,s007,2025-04-09T15:23:08,0,0,1,16,2
post000900,u00225,s010,2025-04-09T17:02:47,0,0,1,22,1
post000901,u00174,s010,2025-04-09T18:45:11,0,0,2,18,1
post000902,u00352,s005,2025-04-09T19:21:47,0,1,3,15,3
post000903,u00260,s005,2025-04-09T19:41:20,0,0,1,19,1
post000904,u00281,s007,2025-04-09T20:24:41,0,1,4,17,1
post000905,u00096,s007,2025-04-09T22:40:48,0,0,2,13,3
post000906,u00052,s008,2025-04-10T01:00:13,0,0,1,14,0
post000907,u00032,s009,2025-04-10T01:15:36,0,0,1,17,1
post000908,u00083,s009,2025-04-10T01:34:55,0,1,1,17,1
post000909,u00006,s006,2025-04-10T02:23:20,0,0,2,16,2
post000910,u00120,s004,2025-04-10T02:39:37,0,0,2,15,2
post000911,u00205,s004,2025-04-10T02:39:40,0,0,3,9,1
post000912,u00192,s011,2025-04-10T02:43:11,0,1,0,29,0
post000913,u00265,s008,2025-04-10T05:56:29,0,0,3,10,2
post000914,u00114,s008,2025-04-10T06:18:10,1,1,3,14,3
post000915,u00205,s011,2025-04-10T06:21:06,0,0,1,20,2
post000916,u00006,s011,2025-04-10T08:52:03,0,0,1,18,2
post000917,u00096,s010,2025-04-10T09:30:09,0,2,5,13,5
post000918,u00276,s006,2025-04-10T09:55:51,1,0,4,13,2
post000919,u00376,s006,2025-04-10T10:41:20,1,0,4,15,2
post000920,u00186,s006,2025-04-10T10:44:54,0,0,0,19,0
post000921,u00352,s005,2025-04-10T10:54:47,0,0,4,22,2
post000922,u00240,s000,2025-04-10T11:29:13,0,0,0,21,0
post000923,u00163,s006,2025-04-10T12:28:53,0,0,0,12,0
post000924,u00052,s005,2025-04-10T13:50:58,0,1,1,12,2
post000925,u00185,s004,2025-04-10T14:02:42,1,1,0,9,0
post000926,u00067,s005,2025-04-10T14:38:40,0,1,0,20,0
post000927,u00339,s009,2025-04-10T15:06:53,1,0,1,13,0
post000928,u00196,s005,2025-04-10T15:17:54,0,1,0,18,0
post000929,u00159,s010,2025-04-10T16:43:38,0,0,3,13,1
post000930,u00020,s010,2025-04-10T17:00:02,1,1,3,14,4
post000931,u00246,s007,2025-04-10T20:32:23,0,0,2,7,2
post000932,u00352,s005,2025-04-10T22:19:36,0,0,1,10,1
post000933,u00163,s010,2025-04-10T23:05:19,0,1,3,8,2
post000934,u00116,s010,2025-04-10T23:10:14,0,0,2,15,3
post000935,u00187,s005,2025-04-10T23:56:45,0,1,2,12,2
post000936,u00260,s005,2025-04-11T01:47:39,1,0,3,13,1
post000937,u00098,s005,2025-04-11T02:05:42,0,0,2,15,1
post000938,u00046,s003,2025-04-11T06:04:26,0,1,0,22,0
post000939,u00383,s010,2025-04-11T06:43:38,1,0,0,7,0
post000940,u00006,s011,2025-04-11T08:38:40,0,0,1,10,1
post000941,u00037,s005,2025-04-11T08:45:20,0,0,2,13,1
post000942,u00156,s002,2025-04-11T09:22:50,0,1,0,8,0
post000943,u00196,s004,2025-04-11T09:31:34,0,0,3,17,1
post000944,u00046,s007,2025-04-11T10:18:46,0,0,2,7,2
post000945,u00369,s005,2025-04-11T10:30:35,1,0,2,11,0
post000946,u00170,s011,2025-04-11T11:10:09,0,1,0,12,0
post000947,u00260,s008,2025-04-11T11:59:12,0,0,3,6,4
post000948,u00380,s004,2025-04-11T12:33:35,0,2,0,7,0
post000949,u00114,s004,2025-04-11T15:20:49,1,0,0,14,0
post000950,u00037,s005,2025-04-11T15:27:50,0,0,0,3,0
post000951,u00032,s006,2025-04-11T16:50:45,0,0,2,12,2
post000952,u00265,s008,2025-04-11T19:14:20,1,0,0,8,0
post000953,u00023,s009,2025-04-11T19:26:54,0,0,0,14,0
post000954,u00241,s004,2025-04-12T03:16:02,0,1,1,2,0
post000955,u00187,s011,2025-04-12T07:17:50,0,0,0,7,0
post000956,u00165,s011,2025-04-12T08:24:46,0,1,0,7,0
post000957,u00159,s008,2025-04-12T09:00:41,0,1,0,8,0
post000958,u00114,s011,2025-04-12T09:02:35,0,1,0,13,0
post000959,u00205,s004,2025-04-12T09:31:10,0,2,1,6,1
post000960,u00247,s006,2025-04-12T11:32:54,0,0,1,9,1
post000961,u00332,s008,2025-04-12T12:42:06,0,0,0,4,0
post000962,u00337,s011,2025-04-12T13:06:38,0,1,0,6,0
post000963,u00337,s007,2025-04-12T13:29:29,0,0,0,5,0
post000964,u00098,s011,2025-04-12T14:21:09,0,0,1,3,1
post000965,u00322,s004,2025-04-12T14:55:35,0,0,3,3,0
post000966,u00209,s006,2025-04-12T16:46:55,0,1,1,5,0
post000967,u00085,s011,2025-04-12T18:05:57,0,1,0,5,0
post000968,u00098,s011,2025-04-12T19:50:27,0,1,0,4,0
post000969,u00067,s005,2025-04-12T19:53:49,1,0,1,5,0
post000970,u00383,s008,2025-04-13T04:15:47,0,2,0,4,0
post000971,u00154,s011,2025-04-13T07:31:43,0,0,0,1,0
post000972,u00385,s005,2025-04-13T08:33:49,0,1,0,0,0
post000973,u00369,s011,2025-04-13T08:58:51,1,0,0,1,0
post000974,u00236,s011,2025-04-13T08:58:56,0,0,2,2,4
post000975,u00314,s004,2025-04-13T09:32:28,0,2,0,2,0
post000976,u00389,s008,2025-04-13T10:10:14,0,0,1,2,1
post000977,u00156,s003,2025-04-13T11:38:49,0,0,0,1,0
post000978,u00032,s009,2025-04-13T12:30:26,1,1,1,1,0
post000979,u00187,s010,2025-04-13T12:55:47,1,2,1,2,2
post000980,u00282,s006,2025-04-13T13:06:03,0,0,0,0,0
post000981,u00079,s006,2025-04-13T19:58:06,0,0,0,2,0
post000982,u00018,s004,2025-04-13T21:20:43,1,0,1,0,0
post000983,u00096,s010,2025-04-13T22:09:03,0,1,0,0,0
