user_id,stream_id,can_access
u00388,s006,0
u00388,s007,0
u00388,s008,0
u00388,s009,0
u00388,s010,1
u00388,s011,0
u00389,s004,0
u00389,s005,0
u00389,s006,0
u00389,s007,0
u00389,s008,1
u00389,s009,0
u00389,s010,0
u00389,s011,0
u00390,s004,0
u00390,s005,1
u00390,s006,0
u00390,s007,0
u00390,s008,0
u00390,s009,0
u00390,s010,0
u00390,s011,1
u00391,s004,1
u00391,s005,0
u00391,s006,0
u00391,s007,1
u00391,s008,1
u00391,s009,0
u00391,s010,1
u00391,s011,0
u00392,s004,1
u00392,s005,0
u00392,s006,0
u00392,s007,0
u00392,s008,0
u00392,s009,0
u00392,s010,1
u00392,s011,0
u00393,s004,0
u00393,s005,1
u00393,s006,0
u00393,s007,1
u00393,s008,0
u00393,s009,1
u00393,s010,0
u00393,s011,1
u00394,s004,1
u00394,s005,1
u00394,s006,0
u00394,s007,1
u00394,s008,0
u00394,s009,0
u00394,s010,1
u00394,s011,0
u00395,s004,1
u00395,s005,0
u00395,s006,0
u00395,s007,0
u00395,s008,1
u00395,s009,0
u00395,s010,1
u00395,s011,1
u00396,s004,1
u00396,s005,0
u00396,s006,0
u00396,s007,1
u00396,s008,0
u00396,s009,0
u00396,s010,1
u00396,s011,0
u00397,s004,0
u00397,s005,0
u00397,s006,1
u00397,s007,0
u00397,s008,0
u00397,s009,1
u00397,s010,0
u00397,s011,0
u00398,s004,1
u00398,s005,0
u00398,s006,0
u00398,s007,0
u00398,s008,1
u00398,s009,0
u00398,s010,1
u00398,s011,0
u00399,s004,0
u00399,s005,0
u00399,s006,0
u00399,s007,0
u00399,s008,1
u00399,s009,0
u00399,s010,0
u00399,s011,0
